cookie,conversion,time,sales,impression,channel,creative
7d4fed5bfficdcdb27i8fc2bf571l,0,2014-12-04T21:54:16Z,0,1,Display_1,Creative2
i5e54dlb722c58l73la21a1i57543,0,2014-12-09T08:09:54Z,0,1,PaidSearch_2,Creative2
i5e54dlb722c58l73la21a1i57543,0,2014-12-11T18:47:05Z,0,1,PaidSearch_2,Creative3
i5e54dlb722c58l73la21a1i57543,0,2014-12-19T10:35:36Z,0,1,PaidSearch_2,Creative1
i5e54dlb722c58l73la21a1i57543,0,2014-12-19T18:51:36Z,0,1,PaidSearch_2,Creative1
i5e54dlb722c58l73la21a1i57543,0,2014-12-23T14:52:30Z,0,1,PaidSearch_2,Creative2
2li3ce2fi46i88d4ia44ii5ec7351,0,2014-12-07T14:23:41Z,0,1,Display_1,Creative2
2li3ce2fi46i88d4ia44ii5ec7351,0,2014-12-07T14:24:15Z,0,1,Display_1,Creative2
2li3ce2fi46i88d4ia44ii5ec7351,0,2014-12-07T15:01:20Z,0,1,Display_1,Creative3
2li3ce2fi46i88d4ia44ii5ec7351,0,2014-12-07T15:07:12Z,0,1,Display_1,Creative2
35ai1ffcbaf82dc484ebc5i5f2a84,0,2014-12-10T12:00:42Z,0,1,Display_1,Creative2
35ai1ffcbaf82dc484ebc5i5f2a84,0,2014-12-10T12:01:56Z,0,1,Display_1,Creative1
35ai1ffcbaf82dc484ebc5i5f2a84,0,2014-12-12T13:24:00Z,0,1,Display_1,Creative2
35ai1ffcbaf82dc484ebc5i5f2a84,0,2014-12-12T13:24:38Z,0,1,Display_1,Creative1
765f6cfd6ld84a7d34e412638ied8,0,2014-12-04T10:42:58Z,0,1,Display_1,Creative1
765f6cfd6ld84a7d34e412638ied8,0,2014-12-04T10:46:03Z,0,1,Display_1,Creative2
765f6cfd6ld84a7d34e412638ied8,0,2014-12-04T10:46:17Z,0,1,Display_1,Creative2
765f6cfd6ld84a7d34e412638ied8,0,2014-12-17T11:30:23Z,0,1,PaidSearch_2,Creative2
2cdb7e2ci2i211a47f1787b3i1e42,0,2014-12-30T11:05:31Z,0,1,Display_1,Creative2
2ld2868iac2b3il7c4a35l3fdbc6e,0,2014-12-28T12:18:38Z,0,1,Display_1,Creative2
3l6aaa77b1llffd32lbe8bf2cc332,0,2014-12-21T12:44:14Z,0,1,PaidSearch_2,Creative1
3l6aaa77b1llffd32lbe8bf2cc332,0,2014-12-21T12:45:08Z,0,1,PaidSearch_2,Creative1
d65fl6e61d31l2lill7568l2l8328,0,2014-12-20T22:35:45Z,0,1,PaidSearch_2,Creative3
4e3lbbaff5lc721654c365bf6858f,0,2014-12-04T11:10:25Z,0,1,Display_1,Creative2
4e3lbbaff5lc721654c365bf6858f,0,2014-12-04T11:11:24Z,0,1,Display_1,Creative2
4e3lbbaff5lc721654c365bf6858f,0,2014-12-04T11:11:43Z,0,1,Display_1,Creative3
4e3lbbaff5lc721654c365bf6858f,0,2014-12-05T09:19:27Z,0,1,Display_1,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-05T09:48:03Z,0,1,Display_2,Creative1
edlfe2ie5lb267afb146438cf2i41,0,2014-12-05T17:43:25Z,0,1,PaidSearch_2,Creative1
edlfe2ie5lb267afb146438cf2i41,0,2014-12-05T17:43:30Z,0,1,PaidSearch_2,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-05T17:44:00Z,0,1,PaidSearch_2,Creative1
edlfe2ie5lb267afb146438cf2i41,0,2014-12-08T09:58:17Z,0,1,PaidSearch_2,Creative2
edlfe2ie5lb267afb146438cf2i41,0,2014-12-09T09:56:54Z,0,1,PaidSearch_2,Creative2
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T12:32:16Z,0,1,PaidSearch_2,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T12:33:01Z,0,1,PaidSearch_2,Creative2
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T12:33:18Z,0,1,PaidSearch_2,Creative1
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T12:33:19Z,0,1,PaidSearch_2,Creative1
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T17:37:23Z,0,1,PaidSearch_2,Creative1
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T17:37:24Z,0,1,PaidSearch_2,Creative2
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T17:37:28Z,0,1,PaidSearch_2,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-12T17:37:28Z,0,1,PaidSearch_2,Creative2
edlfe2ie5lb267afb146438cf2i41,0,2014-12-13T12:42:49Z,0,1,PaidSearch_2,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-17T14:00:49Z,0,1,PaidSearch_2,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-20T09:33:50Z,0,1,PaidSearch_2,Creative3
edlfe2ie5lb267afb146438cf2i41,0,2014-12-20T11:44:07Z,0,1,PaidSearch_2,Creative2
edlfe2ie5lb267afb146438cf2i41,0,2014-12-22T09:51:47Z,0,1,PaidSearch_2,Creative2
d465be5114f837b5bbfl5f51c2bff,0,2014-12-09T15:08:16Z,0,1,Display_1,Creative1
d465be5114f837b5bbfl5f51c2bff,0,2014-12-15T14:37:48Z,0,1,Display_1,Creative1
d465be5114f837b5bbfl5f51c2bff,0,2014-12-15T14:38:08Z,0,1,Display_1,Creative1
af3c2378lid4b4ea6f738cleb83el,0,2014-12-23T15:57:48Z,0,1,Display_3,Creative2
516f3841i2ldile545e6dla41i34f,0,2014-12-02T09:40:56Z,0,1,Display_1,Creative1
516f3841i2ldile545e6dla41i34f,0,2014-12-08T12:52:23Z,0,1,Display_1,Creative1
516f3841i2ldile545e6dla41i34f,0,2014-12-08T12:53:45Z,0,1,Display_1,Creative2
516f3841i2ldile545e6dla41i34f,0,2014-12-11T18:13:49Z,0,1,Display_2,Creative2
516f3841i2ldile545e6dla41i34f,0,2014-12-26T17:04:19Z,0,1,Display_2,Creative1
516f3841i2ldile545e6dla41i34f,0,2014-12-28T12:33:23Z,0,1,Display_2,Creative2
5afde6a8ecac8fa8l4ldi5d14ada7,0,2014-12-15T17:06:58Z,0,1,PaidSearch_2,Creative3
i5b2b5ff2263845i7l1f5cl87fda4,0,2014-12-01T15:22:08Z,0,1,Display_1,Creative1
i5b2b5ff2263845i7l1f5cl87fda4,0,2014-12-01T15:22:48Z,0,1,Display_1,Creative3
4i7f62c35e5452ea1ibb3i848546a,0,2014-12-29T13:03:06Z,0,1,PaidSearch_2,Creative3
24i6dl7cl2aa21ifa561icc663565,0,2014-12-21T09:55:31Z,0,1,PaidSearch_1,Creative3
7e1b8e65acc2db4i77lfc55eef7a8,0,2014-12-28T11:22:18Z,0,1,Display_2,Creative3
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-02T08:54:59Z,0,1,PaidSearch_1,Creative2
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-03T13:00:01Z,0,1,Display_1,Creative1
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-03T13:00:06Z,0,1,Display_1,Creative3
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-04T10:56:47Z,0,1,Display_1,Creative2
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-04T10:58:06Z,0,1,Display_1,Creative1
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-18T10:36:02Z,0,1,PaidSearch_1,Creative3
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-18T10:36:48Z,0,1,Display_2,Creative1
7f6ie1i223i78a7di177ib6fec5d5,0,2014-12-18T14:36:34Z,0,1,Display_2,Creative1
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-21T15:17:52Z,0,1,Display_3,Creative1
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-21T15:19:11Z,0,1,PaidSearch_2,Creative1
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-21T15:22:53Z,0,1,PaidSearch_2,Creative2
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-21T16:38:41Z,0,1,Display_3,Creative3
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-21T16:40:05Z,0,1,Display_3,Creative2
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-21T17:45:42Z,0,1,Display_1,Creative2
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-28T08:46:48Z,0,1,Display_2,Creative2
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-28T08:47:53Z,0,1,Display_2,Creative3
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-28T12:12:57Z,0,1,PaidSearch_2,Creative3
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-28T12:13:38Z,0,1,PaidSearch_2,Creative2
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-28T12:13:39Z,0,1,PaidSearch_2,Creative1
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-29T17:08:11Z,0,1,PaidSearch_1,Creative2
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-29T17:09:18Z,0,1,Display_2,Creative1
c1acc1i8756df73dd875e1cb4fafc,0,2014-12-30T07:22:06Z,0,1,Display_2,Creative1
1bi6e445d42c115275214ab57e1al,0,2014-12-18T11:52:32Z,0,1,Display_1,Creative3
1bi6e445d42c115275214ab57e1al,0,2014-12-18T11:53:13Z,0,1,Display_1,Creative2
1bi6e445d42c115275214ab57e1al,0,2014-12-18T11:53:31Z,0,1,Display_1,Creative1
1bi6e445d42c115275214ab57e1al,0,2014-12-18T11:53:52Z,0,1,Display_1,Creative2
41146862c3i2l18ib451bb47a4271,0,2014-12-03T11:20:36Z,0,1,Display_1,Creative3
41146862c3i2l18ib451bb47a4271,0,2014-12-03T11:25:26Z,0,1,Display_1,Creative1
41146862c3i2l18ib451bb47a4271,0,2014-12-03T11:27:37Z,0,1,Display_1,Creative3
82cc3ff7fc7a4i8271f1833l75e31,0,2014-12-08T10:32:16Z,0,1,Display_1,Creative2
82cc3ff7fc7a4i8271f1833l75e31,0,2014-12-08T10:32:40Z,0,1,Display_1,Creative1
i4efdc8fbi7b18572bal851af678a,0,2014-12-15T12:27:11Z,0,1,Display_1,Creative3
i4efdc8fbi7b18572bal851af678a,0,2014-12-15T12:27:45Z,0,1,Display_1,Creative2
i4efdc8fbi7b18572bal851af678a,0,2014-12-15T12:29:14Z,0,1,Display_1,Creative2
8l431845281fcdacdd21a4cb68dab,0,2014-12-01T15:27:15Z,0,1,Display_1,Creative2
8l431845281fcdacdd21a4cb68dab,0,2014-12-11T14:45:11Z,0,1,Display_2,Creative1
b856c8fbedafffa8bc3edc81c87ba,0,2014-12-11T11:03:43Z,0,1,Display_1,Creative1
38aebl7e18l17ee5l5afb238b351l,0,2014-12-03T11:51:40Z,0,1,Display_1,Creative1
38aebl7e18l17ee5l5afb238b351l,0,2014-12-13T09:19:03Z,0,1,PaidSearch_2,Creative2
38aebl7e18l17ee5l5afb238b351l,0,2014-12-17T09:36:23Z,0,1,PaidSearch_2,Creative2
38aebl7e18l17ee5l5afb238b351l,0,2014-12-22T11:09:28Z,0,1,Display_1,Creative1
38aebl7e18l17ee5l5afb238b351l,0,2014-12-22T11:10:23Z,0,1,Display_1,Creative1
38aebl7e18l17ee5l5afb238b351l,0,2014-12-28T09:21:23Z,0,1,PaidSearch_1,Creative1
38aebl7e18l17ee5l5afb238b351l,0,2014-12-28T11:26:44Z,0,1,Display_3,Creative1
ead81iaf2babl75445cec43a6i581,0,2014-12-22T18:30:22Z,0,1,Display_2,Creative2
ead81iaf2babl75445cec43a6i581,0,2014-12-22T19:32:06Z,0,1,Display_2,Creative3
7dbaabblciif1f4e4ld4d1843e573,0,2014-12-08T12:45:21Z,0,1,Display_1,Creative1
7dbaabblciif1f4e4ld4d1843e573,0,2014-12-17T14:54:50Z,0,1,Display_1,Creative2
7dbaabblciif1f4e4ld4d1843e573,0,2014-12-17T14:55:18Z,0,1,Display_1,Creative3
i68f2568l23ladiile7b781fd428i,0,2014-12-02T14:56:27Z,0,1,PaidSearch_2,Creative2
i68f2568l23ladiile7b781fd428i,0,2014-12-03T12:15:52Z,0,1,PaidSearch_2,Creative2
i68f2568l23ladiile7b781fd428i,0,2014-12-16T15:10:59Z,0,1,PaidSearch_2,Creative2
i68f2568l23ladiile7b781fd428i,0,2014-12-19T11:13:52Z,0,1,PaidSearch_2,Creative1
42b8l44li7f2c122l2f72dcd42cc8,0,2014-12-16T13:29:45Z,0,1,Display_1,Creative3
42b8l44li7f2c122l2f72dcd42cc8,0,2014-12-16T13:29:47Z,0,1,Display_1,Creative2
3ble1b8abdc4a13ad683ei2d5c445,0,2014-12-05T12:07:55Z,0,1,Display_1,Creative1
3ble1b8abdc4a13ad683ei2d5c445,0,2014-12-05T12:11:56Z,0,1,Display_1,Creative2
3ble1b8abdc4a13ad683ei2d5c445,0,2014-12-05T12:13:03Z,0,1,Display_1,Creative1
le75d7f444de1741cfdb7a14i851i,0,2014-12-08T12:56:42Z,0,1,PaidSearch_1,Creative1
le75d7f444de1741cfdb7a14i851i,0,2014-12-09T09:44:10Z,0,1,Display_2,Creative1
le75d7f444de1741cfdb7a14i851i,0,2014-12-10T07:53:37Z,0,1,PaidSearch_1,Creative3
le75d7f444de1741cfdb7a14i851i,0,2014-12-12T08:11:51Z,0,1,Display_2,Creative3
le75d7f444de1741cfdb7a14i851i,0,2014-12-17T07:42:58Z,0,1,Display_2,Creative1
le75d7f444de1741cfdb7a14i851i,0,2014-12-22T08:00:30Z,0,1,Display_2,Creative3
le75d7f444de1741cfdb7a14i851i,0,2014-12-23T08:10:18Z,0,1,PaidSearch_1,Creative2
le75d7f444de1741cfdb7a14i851i,0,2014-12-23T08:10:18Z,0,1,Display_2,Creative2
857i4l7di42edbeb63d8c1i6li4l4,0,2014-12-12T08:32:11Z,0,1,PaidSearch_2,Creative2
1aebaa51d271l451a5ad2446db4i2,0,2014-12-08T18:48:41Z,0,1,Display_1,Creative3
2efallbe83fia6364b8c75bai11ib,0,2014-12-11T11:48:57Z,0,1,Display_1,Creative2
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-02T07:39:21Z,0,1,PaidSearch_1,Creative2
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-03T11:25:34Z,0,1,Display_1,Creative3
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-10T11:23:40Z,0,1,Display_1,Creative3
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-10T11:24:25Z,0,1,Display_1,Creative1
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-20T15:25:16Z,0,1,Display_2,Creative1
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-26T17:38:27Z,0,1,PaidSearch_1,Creative2
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-31T08:25:44Z,0,1,Display_2,Creative2
a6bb5e1l6bf1cd6788cl8bl3ebfe8,0,2014-12-31T10:29:12Z,0,1,PaidSearch_1,Creative1
e3ei71i6i63b5a1l38e7bblf35f1l,0,2014-12-19T16:35:10Z,0,1,Display_1,Creative1
867i1cfb6d75elb625b2b6bc22idf,0,2014-12-01T15:25:50Z,0,1,Display_1,Creative3
867i1cfb6d75elb625b2b6bc22idf,0,2014-12-01T15:26:15Z,0,1,Display_1,Creative3
867i1cfb6d75elb625b2b6bc22idf,0,2014-12-01T15:26:44Z,0,1,Display_1,Creative1
867i1cfb6d75elb625b2b6bc22idf,0,2014-12-01T15:27:25Z,0,1,Display_1,Creative2
867i1cfb6d75elb625b2b6bc22idf,0,2014-12-01T15:28:22Z,0,1,Display_1,Creative2
867i1cfb6d75elb625b2b6bc22idf,0,2014-12-01T15:28:41Z,0,1,Display_1,Creative3
ib43168543234ed68l7dlc6l6ia21,0,2014-12-10T12:17:35Z,0,1,Display_1,Creative3
ib43168543234ed68l7dlc6l6ia21,0,2014-12-10T12:17:41Z,0,1,Display_1,Creative2
ib43168543234ed68l7dlc6l6ia21,0,2014-12-12T10:57:21Z,0,1,Display_1,Creative2
ib43168543234ed68l7dlc6l6ia21,0,2014-12-15T13:21:19Z,0,1,Display_1,Creative3
l7dce14463aa6b8cac5c6el12lcc7,0,2014-12-31T09:33:05Z,0,1,PaidSearch_1,Creative2
51d7leec3877alf1l341732ab6afa,0,2014-12-03T11:51:50Z,0,1,Display_1,Creative2
f23ecf1561fie86d111b8c122i6ed,0,2014-12-20T20:17:02Z,0,1,PaidSearch_1,Creative2
f23ecf1561fie86d111b8c122i6ed,0,2014-12-22T21:34:10Z,0,1,Display_2,Creative2
b7b7bd24d6f63lf27l8bb6af2643a,0,2014-12-02T10:44:38Z,0,1,Display_2,Creative2
7c332e53ae774fcb333bee876e624,0,2014-12-09T12:54:04Z,0,1,Display_1,Creative2
7c332e53ae774fcb333bee876e624,0,2014-12-09T12:54:28Z,0,1,Display_1,Creative3
71ba8ibfal1ie6bd23f4515l2lli1,0,2014-12-04T10:53:15Z,0,1,Display_1,Creative2
6ib25cfbe1cifd47b556ee73lc76d,0,2014-12-12T14:07:19Z,0,1,Display_1,Creative2
6ib25cfbe1cifd47b556ee73lc76d,0,2014-12-12T14:07:29Z,0,1,Display_1,Creative2
ce5d2blicd8eicf5ld5e21a44a5i8,0,2014-12-30T07:32:03Z,0,1,PaidSearch_1,Creative2
l38lb8ie34fe7bd7184elbl1258fd,0,2014-12-17T10:53:38Z,0,1,PaidSearch_1,Creative2
l38lb8ie34fe7bd7184elbl1258fd,0,2014-12-17T10:53:54Z,0,1,Display_2,Creative1
l6cl7a7c4leefdl538icad3aef54l,0,2014-12-01T15:22:46Z,0,1,Display_1,Creative2
l6cl7a7c4leefdl538icad3aef54l,0,2014-12-01T15:23:56Z,0,1,Display_1,Creative2
l6cl7a7c4leefdl538icad3aef54l,0,2014-12-21T14:33:56Z,0,1,Display_1,Creative1
723fia68i4ebfc7ldlf112684af71,0,2014-12-08T09:06:22Z,0,1,PaidSearch_2,Creative3
567bi8ib81ii3c1cabl7eii1f52f2,0,2014-12-04T10:13:05Z,0,1,Display_1,Creative3
567bi8ib81ii3c1cabl7eii1f52f2,0,2014-12-08T12:05:20Z,0,1,Display_1,Creative3
567bi8ib81ii3c1cabl7eii1f52f2,0,2014-12-09T13:51:32Z,0,1,Display_1,Creative1
2ee83c54e66did2cif6b5d37ad32e,0,2014-12-10T08:32:29Z,0,1,Display_1,Creative1
2ee83c54e66did2cif6b5d37ad32e,0,2014-12-16T08:06:36Z,0,1,Display_1,Creative3
2ee83c54e66did2cif6b5d37ad32e,0,2014-12-16T08:06:49Z,0,1,Display_1,Creative2
icai84el317l4fa4854bb67la1bbb,0,2014-12-12T13:22:07Z,0,1,Display_1,Creative1
id6a65d666l474faa665db4c83c24,0,2014-12-05T08:43:31Z,0,1,Display_1,Creative2
id6a65d666l474faa665db4c83c24,0,2014-12-10T12:06:08Z,0,1,Display_1,Creative2
355ca27a52d6ciiibe85fe2ifci4f,0,2014-12-30T11:19:28Z,0,1,Display_1,Creative1
ici51l2641ei1lec5217eicl14c2c,0,2014-12-01T23:13:00Z,0,1,PaidSearch_1,Creative2
ac4id8b647e46d2iic8liac6c818f,0,2014-12-04T10:37:07Z,0,1,Display_1,Creative2
ac4id8b647e46d2iic8liac6c818f,0,2014-12-04T10:39:11Z,0,1,Display_1,Creative1
ac4id8b647e46d2iic8liac6c818f,0,2014-12-04T10:45:45Z,0,1,Display_1,Creative1
ac4id8b647e46d2iic8liac6c818f,0,2014-12-06T14:57:43Z,0,1,Display_1,Creative1
c85b8a8el7cdeeei3686cf845aca3,0,2014-12-10T12:51:59Z,0,1,Display_1,Creative3
c85b8a8el7cdeeei3686cf845aca3,0,2014-12-10T12:52:44Z,0,1,Display_1,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-02T07:59:54Z,0,1,Display_2,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-08T15:02:51Z,0,1,PaidSearch_1,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-10T11:15:01Z,0,1,Display_1,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-10T11:15:16Z,0,1,Display_1,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-22T10:17:44Z,0,1,PaidSearch_2,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-22T10:43:08Z,0,1,Display_2,Creative2
i82ba36i66ed6481e782i33854d68,0,2014-12-22T10:43:22Z,0,1,Display_2,Creative3
i5faf832i33d25albed2dd2i1f17c,0,2014-12-09T13:54:18Z,0,1,Display_1,Creative3
e1f545f122f84f45iaeciid38cle2,0,2014-12-08T07:57:14Z,0,1,Display_2,Creative1
e1f545f122f84f45iaeciid38cle2,0,2014-12-08T13:20:17Z,0,1,Display_2,Creative3
e1f545f122f84f45iaeciid38cle2,0,2014-12-11T16:26:15Z,0,1,PaidSearch_2,Creative3
e1f545f122f84f45iaeciid38cle2,0,2014-12-11T16:26:28Z,0,1,PaidSearch_2,Creative2
e1f545f122f84f45iaeciid38cle2,0,2014-12-11T16:26:28Z,0,1,PaidSearch_2,Creative3
e1f545f122f84f45iaeciid38cle2,0,2014-12-11T16:26:41Z,0,1,PaidSearch_2,Creative3
e1f545f122f84f45iaeciid38cle2,0,2014-12-12T09:35:50Z,0,1,Display_2,Creative2
e1f545f122f84f45iaeciid38cle2,0,2014-12-16T07:56:26Z,0,1,PaidSearch_1,Creative2
e1f545f122f84f45iaeciid38cle2,0,2014-12-17T08:09:00Z,0,1,Display_2,Creative1
e1f545f122f84f45iaeciid38cle2,0,2014-12-17T16:58:08Z,0,1,PaidSearch_2,Creative3
e1f545f122f84f45iaeciid38cle2,0,2014-12-17T16:58:14Z,0,1,PaidSearch_2,Creative2
